Price,Color,Type,Suitable For,MS Office Provided,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,Number of Cores,Operating System,Touchscreen,Screen Size,Screen Resolution,Screen Type,Wireless LAN,Bluetooth,Weight,Keyboard Backlight,Warranty Summary,Web Camera,Brightness,Refresh Rate,HDD Capacity,Brand
26544.98,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,0.0,8.0,DDR4,1005G1,3.4,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
39988.88,Titan Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5500U,4.0,8.0,AMD Radeon,6.0,Windows 11 Home,No,35.56,2073600.0,WVA,6.0,5.0,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
22847.91,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,0.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,38.0,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
26208.88,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 3 Dual Core,512.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
44694.24,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,2.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD Graphics,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
25133.37,Carbon Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 3 Dual Core,0.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
44358.15,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,2.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
23520.1,Carbon Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 3 Dual Core,256.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,38.0,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
29905.95,Carbon Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
50407.9,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.5,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,Yes,35.56,2073600.0,WVA,6.0,5.1,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
50206.24,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Yes,2.0,Intel,Core i5,512.0,16.0,DDR4,11300H,4.4,8.0,NVIDIA GeForce MX450,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,6.0,5.1,1.64,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
20837.37,Slate Grey,Laptop,Everyday Use,No,0.0,Intel,Core i3,0.0,8.0,DDR4,10110U,2.1,4.0,Intel Integrated UHD,2.0,Windows 10 Home,No,35.81,1049088.0,IPS,5.0,5.0,1.6,RGB,1 Year Onsite Warranty,307200,220.0,60.0,1024.0,asus
26887.13,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,4.0,DDR4,10110U,4.0,8.0,Intel Integrated,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.65,RGB,2 Years Warranty,864000,250.0,60.0,0.0,lenovo
36964.0,Carbon Gray,Thin and Light Laptop,"Processing & Multitasking, Travel & Business",No,0.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.5,8.0,Intel Integrated UHD,4.0,Windows 10 Home,No,35.56,2073600.0,IPS,6.0,5.1,1.3,RGB,1 Year Warranty by MSI,864000,250.0,60.0,0.0,msi
28225.47,Natural Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,1049088.0,TN,5.0,5.0,1.75,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
37636.2,Natural Silver,2 in 1 Laptop,Everyday Use,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,6.0,5.2,1.52,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
36291.81,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,5.0,5.0,1.75,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
28225.47,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.65,RGB,2 Years Warranty,864000,250.0,60.0,0.0,lenovo
28225.47,Natural Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,1049088.0,TN,5.0,5.0,1.75,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
31922.54,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5500U,4.0,11.0,AMD Radeon,6.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.65,Non-Backlit,2 Years Warranty,864000,250.0,60.0,0.0,lenovo
26881.08,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,TN,5.0,5.0,1.5,RGB,2 Years Warranty,864000,220.0,60.0,0.0,lenovo
41333.27,Vintage Gray,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD,4.0,Windows 10,No,35.56,2073600.0,WVA,5.0,5.0,1.4,Non-Backlit,1 Year Onsite Warranty,864000,220.0,60.0,0.0,dell
52760.58,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,Yes,2.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.5,8.0,NVIDIA GeForce MX350,4.0,Windows 11 Home,Yes,35.56,2073600.0,WVA,6.0,5.1,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
41333.27,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
57129.85,Pebble Green,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5700U,4.3,8.0,AMD Radeon,8.0,Windows 11 Home,Yes,35.56,2073600.0,WVA,6.0,5.1,1.56,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
26544.98,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 3 Dual Core,0.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,38.0,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
32258.64,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1005G1,3.4,4.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
38987.31,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 5 Quad Core,256.0,8.0,DDR4,3450U,3.5,4.0,AMD Radeon Vega,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
40661.07,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,2.0,Windows 11 Home,Yes,35.56,2073600.0,WVA,6.0,5.1,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
41655.92,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
26477.76,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,AMD,Ryzen 3 Dual Core,256.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 10,No,39.62,2073600.0,IPS,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
48391.32,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.5,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,Yes,35.56,2073600.0,WVA,6.0,5.1,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
24199.02,Carbon Black,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Pentium Quad Core,256.0,4.0,DDR4,N5030,3.1,4.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
24198.35,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,256.0,4.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
37636.2,Carbon Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
32258.64,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,2.0,Windows 11 Home,Yes,35.56,2073600.0,WVA,6.0,5.1,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
60423.61,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,1155G7,4.5,8.0,NVIDIA GeForce MX350,4.0,Windows 11 Home,Yes,35.56,2073600.0,WVA,6.0,5.0,1.5,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
23520.1,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,Intel,Core i3,256.0,4.0,DDR4,1005G1,3.4,4.0,Intel Integrated HD,2.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.58,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
29905.95,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 5 Quad Core,256.0,8.0,DDR4,3450U,3.5,4.0,AMD Radeon,4.0,Windows 11 Home,No,35.56,2073600.0,WVA,5.0,5.0,1.59,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
43692.67,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5500U,4.0,8.0,AMD Radeon,6.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.0,1.64,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
28225.47,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,38.0,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
26544.98,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 3 Dual Core,256.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
29569.86,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 3 Dual Core,256.0,8.0,DDR4,3250U,3.5,4.0,AMD Radeon,2.0,Windows 11 Home,No,38.0,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
47046.93,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,11320H,4.5,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,39.62,2073600.0,TN,6.0,5.1,1.64,Non-Backlit,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
32930.83,Platinum Silver,Thin and Light Laptop,Everyday Use,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,dell
33603.03,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,0.0,AMD,Ryzen 5 Quad Core,512.0,8.0,DDR4,3450U,3.5,4.0,AMD Radeon,4.0,Windows 11 Home,No,39.62,2073600.0,WVA,5.0,5.0,1.8,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,dell
38214.28,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 10 Home,No,43.94,2073600.0,TN,6.0,5.0,2.3,Non-Backlit,1 Year onsite warranty,864000,250.0,60.0,0.0,asus
34241.61,Transparent Silver,Laptop,"Travel & Business, Processing & Multitasking, Everyday Use, Entertainment",Yes,0.0,Intel,Core i3,512.0,8.0,DDR4,1115G4,3.0,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.0,1.8,Non-Backlit,1 Year Manufacturing Warranty,864000,400.0,60.0,0.0,asus
24192.3,Ash Gray,Thin and Light Laptop,Processing & Multitasking,No,0.0,Intel,Core i3,0.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 10,No,35.56,1049088.0,IPS,5.0,5.0,1.47,RGB,1 Year Onsite Warranty,864000,250.0,60.0,1024.0,hp
25536.69,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated UHD,2.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,4.1,1.8,RGB,1 Year Onsite Warranty,307200,200.0,60.0,0.0,asus
22108.49,Slate Grey,Laptop,"Everyday Use, Entertainment, Performance, Processing & Multitasking, Travel & Business",No,0.0,Intel,Core i3,256.0,8.0,DDR4,10110U,2.1,4.0,Intel Integrated UHD,2.0,Windows 10 Home,No,35.56,1049088.0,IPS,5.0,5.0,1.6,RGB,1 Year Onsite Manufacturing Warranty,307200,220.0,60.0,0.0,asus
23290.88,Slate Grey,Business Laptop,Processing & Multitasking,No,0.0,Intel,Core i3,0.0,4.0,DDR4,10110U,4.1,4.0,Intel Integrated HD,2.0,DOS,No,39.62,1049088.0,IPS,5.0,4.1,1.8,RGB,1 Year Onsite Warranty,307200,250.0,60.0,1024.0,asus
21838.94,Slate Grey,Thin and Light Laptop,"Processing & Multitasking, Everyday Use",No,0.0,Intel,Core i3,256.0,8.0,DDR4,10110U,4.1,4.0,Intel Integrated UHD,2.0,Windows 10 Home,No,35.56,921600.0,IPS,5.0,4.1,1.8,RGB,1 Year Onsite Warranty,307200,250.0,60.0,0.0,asus
23512.71,Transparent Silver,Notebook,"Travel & Business, Everyday Use, Performance, Processing & Multitasking",Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,3.0,6.0,Intel Integrated UHD,2.0,Windows 10 Home,No,35.56,2073600.0,IPS,5.0,5.0,1.6,RGB,1 Year Onsite Warranty,307200,250.0,60.0,0.0,asus
60490.83,Quiet Blue,Laptop,"Processing & Multitasking, Performance, Entertainment",Yes,4.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,DDR4,5800H,4.4,20.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 10 Home,No,39.62,2073600.0,TN,6.0,5.0,1.65,Non-Backlit,1 Year Onsite Warranty by Asus,864000,600.0,60.0,0.0,asus
94100.57,Eclipse Gray,Gaming Laptop,Gaming,Yes,6.0,Intel,Core i9,1024.0,16.0,DDR4,11900H,4.9,24.0,NVIDIA GeForce RTX 3060,8.0,Windows 10,No,39.62,2073600.0,IPS,6.0,5.2,2.3,Non-Backlit,1 Year Onsite Warranty,864000,300.0,60.0,0.0,asus
39652.78,Shadow Black & Ultra Violet,Gaming Laptop,Gaming,No,4.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5600H,4.2,16.0,NVIDIA GeForce GTX 1650,6.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,1.98,RGB,1 Year Onsite Warranty,864000,300.0,60.0,0.0,hp
33871.9,Mineral Silver,2 in 1 Laptop,Processing & Multitasking,No,0.0,Intel,Core i3,256.0,8.0,DDR4,1125G4,3.7,8.0,Intel Integrated UHD,4.0,Chrome,Yes,35.56,2073600.0,IPS,6.0,5.0,1.49,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
53634.44,Pale Rose Gold,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 7 Octa Core,1024.0,16.0,DDR4,5800U,4.4,16.0,AMD Radeon,8.0,Windows 11 Home,No,33.78,2304000.0,IPS,6.0,5.2,0.97,RGB,1 Year onsite Warranty,864000,400.0,60.0,0.0,hp
43551.51,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,AMD,Ryzen 5 Hexa Core,512.0,16.0,DDR4,5600U,4.2,16.0,Intel Integrated UHD,6.0,Windows 11 Home,No,33.78,2304000.0,IPS,6.0,5.2,0.97,RGB,1 Year Onsite Warranty,864000,400.0,60.0,0.0,hp
53768.88,Shadow Black & Ultra Violet,Gaming Laptop,Gaming,No,4.0,AMD,Ryzen 7 Octa Core,512.0,16.0,DDR4,5800H,4.4,16.0,NVIDIA GeForce RTX 3050,8.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,1.98,RGB,1 Year Onsite Warranty,864000,300.0,144.0,0.0,hp
38106.73,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.0,1.49,RGB,1 Year onsite Warranty,864000,250.0,60.0,0.0,hp
59146.44,Shadow Black & Ultra Violet,Gaming Laptop,"Gaming, Processing & Multitasking",Yes,4.0,Intel,Core i7,512.0,16.0,DDR4,11370H,4.8,12.0,NVIDIA GeForce RTX RTX 3050,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.0,2.23,RGB,1 Year onsite warranty,864000,300.0,144.0,0.0,hp
40593.85,Mineral Silver,Chromebook,Processing & Multitasking,No,0.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Iris Xe,4.0,Chrome,No,35.56,2073600.0,IPS,6.0,5.0,1.49,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
47046.93,Shadow Black & Ultra Violet,Gaming Laptop,Gaming,No,4.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5600H,4.2,16.0,NVIDIA GeForce GTX 3050,6.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,1.98,RGB,1 Year Onsite Warranty,864000,300.0,60.0,0.0,hp
39289.8,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.0,8.0,Intel Integrated Iris Xe Graphics,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.0,1.41,RGB,1 Year onsite Warranty,864000,250.0,60.0,0.0,hp
44344.7,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,16.0,DDR4,1155G7,4.5,8.0,Intel Integrated Iris Xe,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.0,1.41,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
65517.5,Specter Green,Gaming Laptop,Everyday Use,Yes,4.0,AMD,Ryzen 5 Hexa Core,512.0,8.0,DDR4,5600H,4.2,16.0,NVIDIA GeForce RTX 3050,6.0,Windows 10,No,38.0,2073600.0,WVA,6.0,5.0,2.5,RGB,1 Year Premium Support,864000,250.0,120.0,0.0,dell
41669.37,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i5,512.0,8.0,DDR4,1155G7,4.5,8.0,NA Intel Iris Xe Graphics,4.0,Windows 11 Home,No,39.62,2073600.0,IPS,6.0,5.2,1.75,RGB,1 Year onsite Warranty,864000,250.0,60.0,0.0,hp
73934.72,Black,Creator Laptop,"Gaming, Processing & Multitasking",Yes,4.0,AMD,Ryzen 9 Octa Core,1024.0,16.0,DDR4,5900HX,4.6,20.0,NVIDIA GeForce RTX RTX 3050,8.0,Windows 10 Home,No,35.56,5184000.0,TN,6.0,5.0,1.45,Non-Backlit,1 Year onsite Warranty,864000,600.0,90.0,0.0,asus
23520.1,Transparent Silver,Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,0.0,4.0,DDR4,10110U,4.1,4.0,Intel Integrated UHD,2.0,Windows 10 Home,No,39.62,2073600.0,TN,5.0,4.2,1.9,RGB,1 Year Onsite Warranty,307200,200.0,60.0,1024.0,asus
40324.98,Silver,Laptop,"Processing & Multitasking, Entertainment",Yes,0.0,Intel,Core i5,256.0,8.0,DDR4,1135G7,4.2,8.0,Intel Integrated Intel HD Graphics,4.0,Windows 10 Home,No,39.62,2073600.0,TN,6.0,5.0,1.8,Non-Backlit,1 Year Onsite Warranty,864000,400.0,60.0,1024.0,asus
25200.59,Transparent Silver,Laptop,Everyday Use,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1115G4,4.1,6.0,Intel Integrated Intel HD Graphics,2.0,Windows 10 Home,No,39.62,2073600.0,TN,6.0,5.0,1.8,RGB,1 Year Onsite Warranty,307200,250.0,60.0,0.0,asus
36970.05,Platinum Grey,Laptop,Processing & Multitasking,Yes,2.0,Intel,Core i5,512.0,8.0,DDR4,10210U,1.6,6.0,Intel Integrated UHD,4.0,Windows 11 Home,No,39.62,2073600.0,TN,5.0,5.0,1.85,RGB,2 Years Warranty,307200,220.0,60.0,0.0,lenovo
34275.22,Starfall Grey,Thin and Light Laptop,Processing & Multitasking,No,0.0,Intel,Core i7,512.0,16.0,LPDDR4X,1065G7,3.9,8.0,Intel Integrated Iris Plus,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,6.0,5.1,1.48,Non-Backlit,1 year Onsite Warranty,864000,300.0,60.0,0.0,infinix
26208.88,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,0.0,Intel,Core i3,256.0,8.0,DDR4,1125G4,4.1,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.0,1.46,RGB,1 Year Onsite Warranty,864000,250.0,60.0,0.0,hp
20159.13,Starfall Grey,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",No,0.0,Intel,Core i3,256.0,8.0,LPDDR4X,1005G1,3.4,8.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.1,1.48,Non-Backlit,1 year Onsite Warranty,864000,300.0,60.0,0.0,infinix
26881.08,Starfall Grey,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",No,0.0,Intel,Core i5,512.0,8.0,LPDDR4X,1035G1,3.6,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.1,1.48,Non-Backlit,1 year Onsite Warranty,864000,300.0,60.0,0.0,infinix
20159.13,Aurora Green,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",No,0.0,Intel,Core i3,256.0,8.0,LPDDR4X,1005G1,3.4,8.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.1,1.48,Non-Backlit,1 Year Onsite Warranty,864000,300.0,60.0,0.0,infinix
26881.08,Noble Red,Thin and Light Laptop,Processing & Multitasking,No,0.0,Intel,Core i5,512.0,8.0,LPDDR4X,1035G1,3.6,8.0,Intel Integrated UHD,4.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.1,1.48,Non-Backlit,1 year Onsite Warranty,864000,300.0,60.0,0.0,infinix
20159.13,Noble Red,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",No,0.0,Intel,Core i3,256.0,8.0,LPDDR4X,1005G1,3.4,8.0,Intel Integrated UHD,2.0,Windows 11 Home,No,35.56,2073600.0,IPS,5.0,5.1,1.48,Non-Backlit,1 year Onsite Warranty,864000,300.0,60.0,0.0,infinix
